id,target,fold
7aea8818398a5d2,0,0
7aedf2fa2e6d284,1,2
7aeedc66efd309a,0,3
7aef4580cde1bd6,0,4
7af10431d38e5a4,0,0
7af11597ed89960,0,2
7af1cf077725e4c,0,3
7af24807a3002d3,0,3
7af4bebe1edba83,1,2
7af4cd557a5f740,1,0
7af5600e66b5ad0,0,2
7af58a679550a13,0,4
7af7b4d7fab32ad,0,4
7af8e5ad052cc14,0,2
7afa2618096749c,0,4
7afa63b2c5a8c8a,0,3
7afba07bf0c056c,0,3
7afbbe203f862f4,0,3
7afe1f2f9971043,0,2
7afe7eee505dad2,0,4
7b000b8cda03f5d,0,0
7b01ee3b0f15346,0,1
7b025dacc00c74d,0,0
7b03d8bd125b08e,0,3
7b03e2af2a164b1,0,3
7b04c937ad50d38,0,1
7b0618f11f14373,0,4
7b06c13507728b7,0,3
7b06e69992f4eb2,0,3
7b070509d05c7e7,0,2
7b07d1e02d7433c,0,2
7b0869fd8f1147f,0,0
7b094220b85e486,0,1
7b0a9af48178ecd,1,1
7b0b3c2f9d638eb,1,4
7b0bd1461b729bf,0,1
7b0ec75a5c75670,0,1
7b1040e6d2d6c62,0,4
7b10d43b41a059b,0,1
7b13aeaed3c83e1,0,4
7b149dd88a12fab,0,0
7b1571799f86353,0,0
7b1575ee29be5cd,0,1
7b184d540340554,0,1
7b187b25bab2b90,0,0
7b1ae16e805b144,0,1
7b1d685d718a0a6,0,0
7b1df61167f880a,0,0
7b1e1ba15088a96,0,2
7b1e569fc53928b,0,4
7b1ef5775630bb5,0,2
7b202cc0e4258a2,0,2
7b20b5d3f03a9df,0,0
7b20baec5d6ae1e,1,3
7b21a8a4617aec8,0,3
7b225c5f1e6ab65,0,4
7b22d484377e13f,0,1
7b299d5e2bddb66,0,2
7b2b216ef7bfbaa,0,3
7b2d18a80fd718f,0,3
7b2d7fbe7b87dae,0,0
7b2e9569b3b4982,0,1
7b2f1afc1b70c09,0,0
7b2fdc1f08dbb07,0,3
7b302a9685658f4,0,3
7b30bc14f1c38e3,0,0
7b30ebf80f03fdb,0,2
7b31277654f454d,0,2
7b322231b773f37,0,0
7b331faeb66c6d0,0,1
7b34b422f2035c3,0,2
7b360a098477872,0,1
7b38354a88ae0a7,0,3
7b387298e88ba2a,0,2
7b392acdbd9a511,0,4
7b3977a14d0ded6,0,4
7b3c168225c7aef,0,0
7b3d7f76f248e01,0,3
7b3e012a1df811a,0,4
7b3e8937fa6a36d,0,3
7b3ef43f96a96ee,0,2
7b44dfd95c761e6,0,3
7b44fdad4ae9c7a,0,0
7b479036d55f5eb,0,2
7b482c9d6ff40d6,0,2
7b48793824a66d0,1,1
7b48fd51ffd9558,0,1
7b49387f402f2d4,0,4
7b498565790f762,0,3
7b498c4a4169bf3,1,1
7b4a68a7c25119f,0,2
7b4b276127156cc,0,2
7b4d6495148e4b7,0,4
7b4d6c8ab65ccc6,0,4
7b4da8891f04b30,0,3
7b4f0067966c3df,0,0
7b4f11efe60e0f7,0,2
7b51c36d0b821a4,0,0
7b52c10608bc8e2,0,3
7b551a98aba1788,0,4
7b5961d34ca363f,0,4
7b5a2f2abafba48,0,3
7b5a670dc8c5f7d,1,3
7b5ac38f58df596,0,1
7b5bffd787c9bee,1,3
7b5cc9540679ada,0,0
7b633bbbf06d970,0,4
7b6646625438020,0,3
7b66cb5b7b1515d,0,1
7b67a4dfe6f5743,0,2
7b67bf5a1c712bd,0,2
7b685cd00283110,0,4
7b68f43bdb60973,0,3
7b69863e84f10ef,0,1
7b6b85cbfeb1c26,0,1
7b6bcc4a6f5a1f0,0,4
7b6bd96adbddece,0,2
7b6c3675bf8a25a,0,4
7b6d5e4826f526e,0,4
7b6dbff8432ae29,0,2
7b6ee64480f82ce,0,3
7b701b73ada8d87,0,3
7b70882b9729c3e,0,4
7b71cd600b137d7,0,3
7b7320281a41d47,0,4
7b738727ef36e12,0,1
7b770dba9a71531,0,2
7b798902bd0e5eb,0,0
7b7a76a11bbfd9f,1,4
7b7b97691e3d646,0,3
7b7c0d38803a08c,0,0
7b801704648f235,0,2
7b81725d6a79146,0,2
7b81e190a8edbee,1,0
7b83757acb0d63f,0,3
7b837f20dbc9ef0,0,1
7b84382b5c4499b,0,2
7b844f42f353f64,0,0
7b8463cdf250643,0,1
7b84800f8064a0f,0,4
7b864aec778bab9,0,0
7b86ad55f843adc,0,0
7b8756b7e5b89b0,0,4
7b8822d11858c1e,0,0
7b886404bddd469,0,2
7b8974e0f5d3411,0,1
7b8a16d28d3f104,0,4
7b8a5cd4c4cde5d,0,4
7b8a64240bc08f3,0,1
7b8b21a6cd7ab42,0,2
7b8ccad5f87be2c,0,1
7b8ce1f2fc81281,0,1
7b8d485895ff096,0,2
7b8df3182358358,0,2
7b8e43e990a2ee6,0,3
7b8ea07b61141ad,1,3
7b8f16851947806,1,1
7b8fbb31b4302a0,0,1
7b91bdf1301a6cb,0,2
7b9387e983d7e28,0,2
7b96c63ffffc8aa,1,0
7b97c83b80e37f1,0,1
7b9a41354380db0,0,0
7b9a751ad511172,1,0
7b9b4dbf8cb7557,0,4
7b9c1717eecd2a1,0,4
7b9e6ecf1a776b7,0,0
7ba0157ee42573f,0,2
7ba028fede2fbc8,0,0
7ba0455cb5a6df4,0,1
7ba100bb279d6be,0,3
7ba125e1c72a0db,0,2
7ba16d09dfc986e,0,1
7ba39a3d523fa4b,0,1
7ba4d4cb81061b5,0,1
7ba4faffb6f7ab0,0,3
7ba5963ee061a94,0,3
7ba65d76a9d8e23,0,0
7ba7d39f66ab3ff,0,0
7ba7dedc5543a7b,0,2
7ba8787be1dcb6c,0,4
7baa110e2e61b18,0,4
7baab0f9c5ecaf0,0,0
7baadd70de0286d,0,0
7bab3c07e6e4c80,0,4
7baba454ba4cec8,0,3
7bad3385094bbcc,1,2
7bae3441fc9dc59,0,3
7bafbd30995b390,1,3
7bb0b5a00cae96c,0,3
7bb5976c5c506c6,0,2
7bb63e6bdcc409c,0,2
7bb6761e9ceaa70,0,4
7bb74172b81a2e1,1,4
7bb85fc2150e71a,0,4
7bb894b51aa6c96,0,2
7bb92d5fe2f9ed7,0,3
7bbae8f897f0ab0,0,4
7bbbe59c394eefb,0,2
7bbc7fc0c541c35,0,1
7bbcd4764dd4c4a,0,1
7bbcd7f5ed70372,0,2
7bbce2f30a6815a,0,0
7bbd25dcd5da49a,0,2
7bbdab414e10ce1,0,4
7bbeeb7eb726320,0,0
7bbf75868a52add,1,0
7bbf80e21d3dbfd,0,4
7bbf9f2bebf7887,1,2
7bc2733481461d2,0,2
7bc33a5c5766443,0,4
7bc4fc2e4a4f9cd,0,3
7bc51ce63fc9ff4,0,0
7bc562fec4521ab,0,0
7bc671cf3135c5d,0,1
7bc67b0e508e077,0,0
7bc75e34ddd9346,1,1
7bc7f0508f0cdcc,0,1
7bca58d3c498831,0,0
7bcd1eb83d9c893,0,3
7bcdf8bb81f23f5,0,0
7bcefefd2558dff,0,0
7bcf263d30e22df,0,1
7bcf2925fd26031,0,0
7bcfe983e8f9806,0,4
7bd0d22449a731c,1,3
7bd1df85a0ab5a4,0,0
7bd3d4a084b2c7a,0,3
7bd45c9cd934375,0,2
7bd5e2e0d965748,0,3
7bd68d9410594c1,0,2
7bd71f27da821be,0,1
7bd7363663959a3,0,1
7bd8ba37aba8aa3,0,4
7bd923dc9c3d275,0,2
7bd9db7e4ffe791,0,2
7bd9ff2e4336cae,0,3
7bda7bfdf1afd5b,0,4
7bdbf99b46837c6,0,0
7bdddc6a7fbddf8,0,4
7bde09b8d1f9ce5,0,1
7bde1e8ad9966ea,0,3
7bdf013aebac143,0,4
7bdf59fdd1d0620,0,1
7bdfbd99d7b913d,0,2
7be412f8193fb51,0,3
7be457db8206584,0,1
7be4c0054f7549c,0,3
7be600a11bffccb,0,2
7be62fcd78bb9a7,0,1
7be70227cb9211f,0,4
7be76a435400d55,0,2
7be8b13e43d8f95,1,0
7be8ef1cff900c1,0,3
7be9af37b18a44d,0,4
7beb0fdcc4d6f66,1,3
7bed5733a9dc2f2,0,1
7bee5168e14fa6e,1,1
7bee75d375bcc4b,0,3
7beed042fd33d20,0,0
7beedec1ca4b57d,0,2
7bf1876f1b10b85,0,4
7bf2c49bdfaa01e,0,1
7bf31869941fe7f,1,1
7bf4c2be406faca,0,4
7bf7dde994e81c1,0,2
7bf8d3a4c0c0f58,0,1
7bfb4aa335d1d42,0,2
7bfc5585c9358d1,1,3
7bfd3b7422b631a,0,0
7bfe03c693f3542,0,3
7bff47f74b297ad,0,1
7c0182be70d60fe,0,0
7c033a625b8ed16,0,2
7c0377ef7bc4b43,0,3
7c04960415bcd2f,0,3
7c05d212a719ef5,0,4
7c064efd4cf53cb,0,0
7c06b5dfb6cf463,0,0
7c06e772ce16828,0,1
7c07f7a2e09486e,0,3
7c0bd501ae00710,0,0
7c0c2ac7df22bb5,0,2
7c0d08b3be54987,0,0
7c0e99639f01e9d,0,1
7c0ec8b4892bd1f,0,0
7c0fe23b9689717,0,2
7c0fe3d8bb42d8f,0,3
7c10bd014dfc790,0,2
7c10d810041ddc8,0,3
7c138532ee7ab37,0,3
7c13c2068c6f6c2,0,2
7c14d664333a6a4,1,2
7c159e89807ad88,0,0
7c16eb3350599f1,0,3
7c18a01910d1c1c,0,4
7c18be497d0eb2b,1,1
7c19672fa0d9d80,0,2
7c19bc6ae0f64a5,0,0
7c19de1dc36dd29,0,2
7c1a66f3b79b56f,0,4
7c1a8c64e146df6,1,0
7c1ac7e334ece20,0,1
7c1b90a8608ccb4,0,3
7c1c70c14bb2729,1,0
7c1d8633125c457,0,0
7c1df36108a826d,0,0
7c1e9c21fedf4ed,0,2
7c1f290fe744069,0,0
7c1f56e8bd88518,0,0
7c1f8877581170a,0,2
7c23713c0e9e634,0,0
7c23c441f001ed0,0,2
7c243ae5563337b,1,1
7c277b60040d9dc,0,0
7c285fafed82561,1,1
7c2a2900df0f49b,0,3
7c2dc36aa269cf4,0,2
7c308c7532e7afc,0,0
7c3131bcf3c0043,0,3
7c32fd1eb85e859,0,4
7c3533576617531,0,4
7c367150c912d55,0,4
7c375546221ebca,0,2
7c3889cda11a9d6,0,1
7c38f58d64bc672,1,0
7c39bfc5d32f630,1,4
7c3b660238828c7,0,1
7c3bce6854120ae,0,4
7c3bd4391b50d67,0,4
7c3cd8933d5e50f,0,4
7c3dcf3b25b9cad,0,3
7c409da720b91a0,1,0
7c4104a14dcbed3,0,0
7c4257918cc1c38,0,2
7c42ac033b2425d,0,4
7c43f2f2666098c,0,4
7c47184954e3bb5,0,2
7c472fc3d360c81,0,1
7c475700e5e54df,0,0
7c483b1f88caa3d,0,3
7c494d460188de4,0,0
7c49d5e70010639,0,1
7c49f375bb621dc,0,0
7c4a303af4fbb37,0,1
7c4a796b3528581,0,1
7c4ce6313db5031,0,0
7c4e22491eeb79e,0,3
7c4e27bf3bf0bc5,0,0
7c4e2fe315970dd,0,4
7c4f62430b3cb07,0,4
7c503684bf64dcf,0,1
7c51507a5a4475e,0,1
7c554e91b23fe0d,0,4
7c586d7cd19c7d1,0,4
7c5872807ae448f,0,4
7c5b62e08d42166,0,0
7c5ba5fc1d2adfb,0,0
7c5bfab39ce1d57,0,0
7c5c0b61815c3a7,0,0
7c5c35e8750098d,0,3
7c5c40eea0833d2,0,1
7c5c6d88578c642,0,2
7c5d4bc0aa566c2,0,3
7c5d754322d37ed,0,1
7c5da03cc4fbbf7,1,1
7c5dda523c9e24c,0,1
7c5df787ae23c5b,0,2
7c5e32f8be29f01,0,3
7c5e795572b4b1d,0,0
7c5f5c9206d84be,1,2
7c6071b7cf68f62,0,4
7c60837c4b6ceed,0,2
7c61e23f2ef0ac4,0,0
7c62596e57defaf,1,0
7c64bc50426a34d,0,1
7c64f8a59b62bd4,0,2
7c6607ce2c3e2ae,0,4
7c6708823d19889,0,3
7c682ef81be656f,0,2
7c6a30295c905a2,0,2
7c6afd57d9a1b10,0,1
7c6b9c130ce3e66,0,4
7c6d73a8edcb051,0,4
7c6dcbf195b0dea,1,1
7c6e21d062fc03c,0,1
7c71eeafa5037ad,0,4
7c742a2327f0cca,0,1
7c768032c74626f,1,2
7c77a83b58982ed,0,2
7c7a37d4783778c,0,1
7c7a54886827168,0,3
7c7a61423728c81,0,0
7c7b27fb1a9b0d0,0,0
7c815fcabc7f17e,0,0
7c82eb727e21254,0,2
7c841d1c6391d10,0,0
7c87dd369ddffb1,0,0
7c88dc051178097,0,0
7c89353eec3370f,0,4
7c89ebe67ffe001,0,0
7c89fbcbcfca288,0,1
7c8ad9d104f39d0,0,2
7c8c454398b8713,0,0
7c8d21144b5e3a3,0,3
7c8d9171110c546,1,0
7c8f15b28abb067,0,0
7c8f793bf8a8b53,0,0
7c9100816865b11,0,0
7c914dafeb185c0,0,3
7c925dce75ce26c,0,0
7c93ffe451cb7f9,0,4
7c94c6cf4266253,0,4
7c9735363b72999,0,2
7c983852ad5a0bd,0,4
7c9a52e6f66b850,0,4
7c9dbb2344dd5a4,0,2
7c9e259f68ead64,0,3
7ca03c634d6f9ce,0,3
7ca2c1ffa04b278,0,2
7ca2ed0e4bf2564,0,2
7ca30c1bfec1e37,0,1
7ca825e7b501d01,0,3
7ca8735e6664ede,0,4
7ca8c9fc32c325f,1,2
7ca8ffcf18c9fef,0,2
7ca90c65d804579,1,2
7ca9798e6cca42a,0,4
7cabbebb8923611,1,0
7cacc267af3bc70,1,1
7caf3fcb371462b,0,3
7caf63c7bb25351,0,4
7cb06fcb3f3e958,0,0
7cb0fa4e08bff60,0,4
7cb33616254b649,0,4
7cb34ca93f80f40,0,2
7cb44f2492a6b88,0,3
7cb4c59b3e1a031,1,4
7cb703d98129827,0,2
7cb826fad5ed098,0,2
7cb829ec7f35e34,0,2
7cb8f92e2fead3c,0,3
7cba87f6135f53c,0,0
7cbaaeb4f4cb923,0,3
7cbb6c8d0a72274,0,0
7cbc42f1f477a50,0,3
7cbc6fd7c3febee,0,0
7cbd22f0aa66f3a,1,3
7cbde87f0fda41e,0,1
7cc0e0040b9e84f,0,4
7cc169902d697a3,0,3
7cc1c058ff3cc27,1,2
7cc1c19b65b66dc,0,3
7cc36d46bcbab9a,0,4
7cc5f6ec3922ab0,0,4
7cc7a273c941c35,0,0
7cc8df9c8d6862b,0,0
7ccec1e6d162feb,0,4
7cced1601242436,0,1
7cd090b5f318450,0,2
7cd27e780e09a9f,0,4
7cd4cbc6966e011,0,1
7cd6c008bcc6c86,0,2
7cdb42df3496858,0,0
7cdcbdaa6c04df4,0,2
7cdd0ddb672b1ce,0,0
7cde32a7ddda8d6,0,0
7cdedc3776bd745,0,3
7cdf09a29cca9ae,0,4
7ce2037768d8d42,0,3
7ce2546779044f9,0,4
7ce2c629361482d,0,2
7ce45dc3b70a054,0,1
7ce5d3a0dd5ab3d,0,1
7ce7f5e1393c558,0,2
7ceaba1e4327daa,0,0
7cecdb6ec6d6078,0,1
7ced0266c86f5d4,0,0
7ced73d03747438,0,2
7ced9678c6e4e56,1,0
7cedf107a029d56,0,0
7cee381c409c36e,0,1
7ceee57ce1da3db,0,3
7cef51eb1006710,1,2
7cef8e7e720ed48,1,2
7cf1126592d31bc,0,3
7cf1ca238c802fe,0,2
7cf214375728c93,0,2
7cf3cf45c031f75,0,1
7cf5ea83556371c,0,1
7cf794a6c449008,0,0
7cf84013296009d,0,4
7cfbced93c79e17,1,0
7cfc0ea50f97343,0,2
7cfe8071a5136de,0,2
7cfeb6599dda3d5,0,2
7d01d493b0985f7,0,4
7d02563bfbea9a8,0,4
7d0267cb9a00e73,0,4
7d03b1255daf242,0,2
7d03ba1e7abdf3e,0,2
7d04a82a11dca52,0,2
7d0560dca37ae52,0,4
7d095212dec776c,0,2
7d0df6f7c3d878f,0,4
7d0e4ecfd80f4fd,0,2
7d1043b7e69d53e,0,2
7d144409f003415,0,4
7d155cc8a70a148,0,0
7d1685bde7c51c7,0,4
7d1852186115676,0,2
7d18b6110af9d96,0,2
7d19000d35dc133,0,3
7d19898228e07cc,0,4
7d1af23db42e883,0,0
7d1b1a8ebd40f42,0,4
7d1d44adb62834c,1,0
7d209b572f08b3a,0,4
7d212e4b1b88bd7,0,2
7d2215fdba17c13,0,4
7d2473c61502595,0,3
7d24843dd7a4781,1,3
7d25f7832ac261a,0,1
7d26f91cde14e14,0,4
7d2a20042106768,0,4
7d2a22dc6f08b3e,0,0
7d2a81519be7b4f,0,2
7d2abf737d2faac,0,4
7d2ccb1b5e2adad,0,3
7d2df7f889049fe,0,0
7d330f5eab6990d,0,4
7d35697b9705263,0,0
7d366c5193adc61,0,4
7d37cd175346b32,0,2
7d383e1ed52a5c0,1,1
7d393cc31dc8d12,0,2
7d3a877898f5915,0,1
7d407af5608af5c,0,4
7d420032c38a201,0,1
7d42f98ead7a099,0,4
7d44d17aa235dba,1,0
7d450f8412cb69d,0,1
7d45810016df69b,0,3
7d45dcb9249d6ad,0,3
7d464b3c3ad8b4d,0,3
7d467c1120e9353,0,1
7d46a071553453c,0,0
7d47ddf4fbd2409,1,4
7d489014534996b,0,4
7d48db96e59eccd,0,3
7d4939f15d66b24,0,1
7d4966284aa8317,0,4
7d4985bc245d8d8,0,4
7d4a362edf4bdd1,0,2
7d4b58058f49502,0,1
7d4ba91cbc75ea3,0,0
7d4cdb1d5e24949,0,4
7d4e139e8ba7f63,0,4
7d4e5c4ab038cb0,0,2
7d4f8a9b0e01233,0,2
7d5019465ff185a,1,1
7d510ae29f0edee,0,2
7d51116b47b557f,0,4
7d537731546fbf2,1,2
7d56e04afef32f3,0,0
7d573fcefea2301,0,1
7d57cb3abcb5a5f,0,3
7d5875a19fc9c8c,0,1
7d591640440296f,0,4
7d594c338b4aec3,0,4
7d599c6488f8d80,0,1
7d59e5b4e655092,0,0
7d5bdcce0b96fb0,0,1
7d5d8ed8de13689,1,2
7d604982e68fbd4,0,0
7d62ea79784182c,0,2
7d63c2833417dc6,0,4
7d6409a47b83fec,0,2
7d644e8afde3083,0,2
7d65274a17382f5,0,0
7d65a20e33b563d,0,3
7d681ddb80ed686,0,2
7d6909a6cea87ab,0,3
7d6a21c44eecb9c,0,3
7d6b634620bb88f,0,2
7d6c36330dde3f2,0,1
7d70e1c6cd18249,1,2
7d7197eab1c9d77,0,2
7d73043497403ea,0,4
7d7308631d5f4e4,0,1
7d75eacaa25fb97,0,4
7d7724ae88560e6,0,1
7d785b7417d71b2,0,2
7d7a02ce218cfc4,0,1
7d7c57c0fa74880,0,2
7d7d5f65e522716,0,1
7d80f66c0b66cf5,1,3
7d8167029f4570b,0,4
7d81b329f172d04,1,4
7d81b7d2a7e4373,0,3
7d82629b88bba05,0,3
7d82d145d182efe,0,2
7d82fb1a016aa82,0,0
7d83714d19ccb58,0,0
7d8554e98d4a8e4,0,1
7d8578901d2a4a7,0,2
7d85867d8c83612,0,0
7d886a4d5cf5d74,0,4
7d8a3449235d731,0,0
7d8a7e2bcfa8791,1,3
7d8a80a04a8805f,0,1
7d8ad9e86797d06,0,2
7d8b4d4ac29b3db,0,3
7d8ca4fd72c5a84,0,1
7d8dbec82b179ca,0,2
7d8e577defe266c,0,2
7d8f72cf5ad3e13,0,3
7d92dcd6363946c,0,2
7d92e0d4c7f8804,0,1
7d940acec850ccf,0,0
7d944a5b029e6d6,0,4
7d95bc5db7c4c9d,0,3
7d98ce44b975dc0,0,2
7d98fffe755d68f,0,3
7d9a0e6f17526ac,0,0
7d9af8a948163d9,0,3
7d9b5c3c5d665b4,0,3
7d9c70f7576fce9,0,3
7d9cfcf96b0c0ac,0,0
7d9d833c290acb1,1,4
7d9dcef3167f6ba,1,2
7d9f8f6ba91b7ba,0,1
7da26a333e5ecc5,0,2
7da52719dac7319,0,1
7da5560198d11ee,0,3
7da79c1a7211c78,0,1
7da956c8a62225e,1,2
7da99aa49e8300d,0,1
7dabcbe168f8f32,0,1
7dad2a9227943ba,0,1
7dae1c100c1a430,0,1
7dae8912c8a85ad,0,4
7dafc61b283db8c,0,4
7db0e3f9f264d59,0,0
7db2992f9828bb4,0,2
7db34ff0e8209d9,0,0
7db47ea24eb3a79,0,0
7db4899d2e122ec,0,3
7db59bf84a4ac9e,0,3
7db5ba39fe137d2,0,3
7db674864829ec6,0,1
7db6808a33904b9,0,4
7db6c677098161f,0,0
7db7bc26cea4491,1,3
7db7c67fd51c4a0,0,1
7db80fc6a8b8a58,0,4
7db8b7e9f03cfc6,0,4
7db9741a9ddc1b0,0,0
7dbb7fd1a2601e1,0,4
7dbbe2da2e836ba,0,1
7dbd9dc1f5cd172,0,3
7dbfc8d078066dc,0,2
7dc1a70e029c150,0,3
7dc29f7f39b472e,0,0
7dc42cb0e098420,0,2
7dc48e62d414aa0,0,3
7dc499be24fcb6b,0,2
7dc5e69204294e1,0,4
7dc6a4611f68ce9,0,2
7dc818533920954,0,0
7dc933d55f1634c,1,4
7dca9e0ff3b297d,0,3
7dcb1d215bdf9e7,0,2
7dcc232198cefba,0,0
7dcd6caecacd19a,1,2
7dcdb2e141285bc,0,2
7dcfa134d4f27e0,0,0
7dd155590884dbd,0,1
7dd2500648e8e9b,0,2
7dd335a0080dd91,0,4
7dd510c4c77c37e,0,1
7dd55ab220c16db,0,3
7dd675ab46320eb,0,2
7dd7d049dfc35d4,0,3
7dd9b9bddfe78c2,0,2
7dda9061db09ad7,0,0
7ddaa992f0b0263,0,2
7ddc882a51a92ca,0,0
7ddd8a822770908,0,3
7ddeefa96bce563,0,3
7de1f27b639c80f,0,3
7de20d2e614208d,0,2
7de24cefabdd5bb,1,2
7de2812d60a2389,0,2
7de2a0ec1a4d242,0,1
7de2fc7675ffd3c,0,1
7de3998dcfaf8a9,0,3
7de63579d90440b,1,3
7de642a697b8fa4,0,2
7de6b43824140ef,0,1
7de71b2a05a0caa,1,4
7de8ebe81ab2ce3,0,0
7de9953d63b9f79,0,3
7dea845a05e9c8a,0,2
7dea9c0758e69d5,0,3
7dec49d403a7e40,0,4
7dec556af758b25,0,2
7deddc977baef24,0,0
7deef0b9fd829ff,0,1
7def71a8af4e197,0,4
7df0aff80a1f093,1,3
7df127f63f12eb2,1,1
7df131106da3538,0,4
7df170ee6de563a,0,3
7df517d44e9e7e5,0,4
7df85c1866b2074,0,0
7dfa107d04fdeed,0,3
7dfba06581cd107,0,0
7e014d6af6bf83d,0,0
7e01ddeaa3a54aa,0,3
7e05d53bb9457ae,0,0
7e078ce138c6eb2,0,4
7e0864488f3e7e3,0,1
7e08acd72ef5f32,0,0
7e093c06932efe2,0,2
7e097535b5e4f5d,0,1
7e0a29c504ded80,0,3
7e0af19458a186d,0,1
7e0b221ce5ebb0d,0,4
7e0b77c814693e1,0,4
7e0b9603d383455,0,2
7e0c77d7316498e,0,0
7e0d31406fe58f9,0,0
7e0f333ac60ffdf,0,3
7e0f66333ffd3cf,0,0
7e10f66f73e6816,0,1
7e137ef572d6190,0,1
7e141cf1e511b45,0,3
7e146f51f3e42b0,0,3
7e15dc53172cc75,0,4
7e160490d24d6f3,0,0
7e166007e897f6e,0,1
7e16d10f6180fff,0,4
7e171dc87840e5d,0,1
7e186a0a39f4685,0,2
7e18796086a60d2,0,0
7e18c580ace585c,0,1
7e192d09257a304,0,3
7e19574975c634c,0,4
7e19d5b33003f5f,0,3
7e1a1a030e9a9d3,0,4
7e1be7b8559bec9,1,3
7e1c427cc6ca22b,0,0
7e1e5c4ab036e69,0,1
7e1e79d67845cb8,0,0
7e1ebccb631a9d0,0,1
7e219e57c5d1b6f,0,1
7e21cadd3709b19,0,3
7e22a60d98aae87,1,1
7e24337a5a7b0a3,0,2
7e24de512cdb3bc,0,4
7e27dc98842e9cc,0,1
7e2eb4dea6dd251,0,3
7e320cedf88a0e8,0,2
7e3409f2bface9f,0,3
7e34bcf78ede386,0,1
7e34db65f1efd36,0,2
7e34ded1935a9b7,0,4
7e35247c1c7323d,0,0
7e35ba61c1c1853,0,3
7e379392debb5f2,0,4
7e380694b81d9c0,0,3
7e38a0d38ed6f46,0,1
7e39cbb4f7421f1,1,0
7e39f3441d2b01b,0,2
7e3a2c20a827e75,0,4
7e3b00c8e880508,0,1
7e3c9428e29e95e,0,0
7e3d67327ed1db8,1,0
7e3e32a4f4e9aec,0,4
7e3f01311089dbd,0,1
7e3fbcfee7dbf9e,0,3
7e40f011fdd84d7,1,0
7e418f84cc628e5,0,1
7e41a73ba65b295,0,1
7e428a832c93610,0,0
7e4385eb64d8078,0,3
7e45816caa6de56,0,0
7e466adb56008a8,0,3
7e47460f47d53e8,0,3
7e4a7c1e701d78f,0,4
7e4b270a2aca65f,0,1
7e4c29d3352d3b0,0,4
7e4caa3b31718b2,0,2
7e4e393f0ce0843,0,0
7e4e5220f0ccccf,0,4
7e4e62a5cdd49d7,0,1
7e4f4d39374e7b3,0,0
7e502c9da13efc4,0,1
7e50b7c252960ac,0,2
7e50ba1ac22a7a4,0,3
7e51075527d837e,0,4
7e5196e7b49ecc9,0,4
7e53ef01e261948,0,1
7e54b82ae74d347,0,0
7e54d9257f86722,0,1
7e55573a4ccbfea,0,2
7e557e1a2804148,0,2
7e559141cc716be,0,2
7e572477e147e63,0,3
7e57cce4ef72fe8,0,4
7e58630dcbb2225,0,0
7e59b73011e1865,0,4
7e5a6ea4d6c2030,0,0
7e5a9b5b8c25cb4,0,4
7e5aa7da81307e3,0,4
7e5c25474b09e3a,1,2
7e5ccfe256d3329,0,2
7e5db8e1e3406f6,0,3
7e5e02e520816f2,0,1
7e62c1d65f85a77,0,0
7e68876a1c4e6fb,0,4
7e6888299f315ae,1,1
7e6a45ec8631a1a,0,1
7e6b043f3226d70,0,3
7e6c5e161485daf,0,1
7e6db387b8d8df3,0,4
7e6df176c67fc8d,0,0
7e6e21a25aed68f,0,3
7e6fb7b9fc86df2,0,0
7e704b31fc1978a,0,3
7e706195cbd09a9,0,3
7e71d1457407aba,1,2
7e7327590957fa9,0,3
7e735ae9e94fccf,0,3
7e73a55c10a8207,0,3
7e74eb9f9fd9170,0,0
7e7933ba36d054d,0,2
7e7af9fb24692bb,0,0
7e809fb1a022147,0,0
7e817b5e400151e,0,1
7e8188b6772fd3c,0,2
7e81e9e11260316,1,0
7e820fb3131e95e,1,2
7e85153ce8b4b38,1,3
7e854e32d03658f,0,2
7e87aace9fed00f,0,1
7e8813b814421bd,0,0
7e887bbcd8030dd,0,1
7e89c9be573525e,0,4
7e8a82924869e3c,0,2
7e8b0b23409b97e,0,0
7e8bfdcd2ee80b8,0,1
7e8daa99905a901,0,0
7e8e53841d5222b,0,4
7e90a57fb7d4350,0,4
7e950142fd8332a,0,4
7e974e87e0e52e0,0,2
7e97c45b1c89eb4,0,3
7e9897478f349cc,0,2
7e98b3a4b74b8c3,0,3
7e999a6cbf5f4ee,0,0
7e9a378557c3140,0,4
7e9a6c7afcc858b,0,3
7e9d198d6548486,0,4
7e9d41fb21a0f00,0,3
7ea04030a534741,0,3
7ea1ee5f66b89b0,0,2
7ea2bc647d6de30,0,3
7ea7c7d018e161a,0,2
7eab52bf580afe8,1,1
7eaba8dba827649,0,1
7ead38de134e377,0,2
7eade7b1a2e4bab,0,0
7eaec79a4eb2579,0,4
7eaf8dd3c62deba,0,2
7eb10d55fd64978,0,4
7eb37f27862dc6b,0,1
7eb3f6a393bd0e2,0,4
7eb557e0b6eab0f,0,4
7eb861f67953948,0,4
7eb898f2201c056,0,3
7eb8f9e1ee94a18,0,2
7eb9411827cc240,0,2
7ebb35c72019aff,0,3
7ebbeab1ab6ea69,0,2
7ebc4ab9ad90219,0,2
7ebe944f4356a2b,0,4
7ebf0aed0ea6a6c,1,2
7ec000245f23f2e,0,2
7ec1c9ccc482e1d,0,0
7ec1d12a9b57c82,0,1
7ec1eb01b1e0500,0,0
7ec228451e31d06,0,1
7ec22b79c0a89f4,1,0
